Song,Artist,Popularity,URI
cuck,JPEGMAFIA,1,6yJ6QQ3Y5l0s0tn7b0arrO
CAN'T STOP,DaBaby,45,4r63FhuTkUYltbVAg5TQnk
bleach,Blvck Svm,59,7gwpZPmZHIx4B2uLl6uimj
Bless Up,Dummie,9,1LAtCLh7zHhaqvi4sTutyj
Sniper Gang Freestyle,22Gz,55,4JhbRL6zaItAyzqx4gHTqz
Twirlanta,22Gz,75,4JhbRL6zaItAyzqx4gHTqz
Fallen Blixkys,22Gz,51,4JhbRL6zaItAyzqx4gHTqz
Retaliation,22Gz,53,4JhbRL6zaItAyzqx4gHTqz
Father Son Holy Smoke,Smino,44,1ybINI1qPiFbwDXamRtwxD
LLC (feat. Moneybagg Yo),Money Man,62,3Rx4PJ7SP6unkOk5elPUK7
First Light,Xavier Wulf,74,3uo0ix4Y67XHVWBhXXIY1S
Still Will,Xavier Wulf,63,3uo0ix4Y67XHVWBhXXIY1S
The Law,Xavier Wulf,55,3uo0ix4Y67XHVWBhXXIY1S
Blow,Moneybagg Yo,65,3tJoFztHeIJkJWMrx0td2f
Blow It,Dom Corleo,55,6nFBSlEb2tkIOH3YtIIw6F
Blueblood,Lord Lu C N,41,4ZnCtTPIjua8XjRl94J74g
Blue Notes 2 (feat. Lil Uzi Vert),Meek Mill,55,20sxb77xiYeusSH8cVdatc
The Watcher 2,JAY-Z,48,3nFkdlSjzX9mRTtwJOzDYB
Poppin' Tags,JAY-Z,42,3nFkdlSjzX9mRTtwJOzDYB
Blue Slide Park,Mac Miller,5,4LLpKhyESsyAXpc4laK94U
Party On Fifth Ave.,Mac Miller,9,4LLpKhyESsyAXpc4laK94U
PA Nights,Mac Miller,5,4LLpKhyESsyAXpc4laK94U
Smile Back,Mac Miller,9,4LLpKhyESsyAXpc4laK94U
Under The Weather,Mac Miller,7,4LLpKhyESsyAXpc4laK94U
Loitering,Mac Miller,1,4LLpKhyESsyAXpc4laK94U
Diamonds & Gold,Mac Miller,4,4LLpKhyESsyAXpc4laK94U
Missed Calls,EARTHGANG,51,5MbNzCW3qokGyoo9giHA3V
Man In The Hat,Mac Miller,3,4LLpKhyESsyAXpc4laK94U
Bobby Bitch,Bobby Shmurda,59,34Y0ldeyUv7jBvukWOGASO
44 More,Logic,67,4xRYI6VqpkE3UwrDrAZL8L
Doggystylin,Snoop Dogg,38,7hJcb9fa4alzcOq3EaNPoG
Bompton to Oak Park,YG,35,0A0FS04o6zMoto8OKPsDwY
Boom - Street Version,"Royce Da 5'9""",39,6DVipHzYsPlIoA0DW8Gmns
Check Yo Self - Remix,Ice Cube,73,3Mcii5XWf6E0lrY3Uky4cA
Bop Bop,Saucy Santana,44,2NfwGBr2swqZ1rzE3kAV23
MORE RHYMIN,MF DOOM,0,2pAWfrd7WFF3XhVt9GooDL
SUPERVILLAINZ,MF DOOM,39,2pAWfrd7WFF3XhVt9GooDL
Thug,Slim Thug,58,0st5vgzw9XkH5ALJiUM1lE
Hot Head,Death Grips,44,5RADpgYLOuS2ZxDq7ggYYH
John Gotti,B. Lou,47,4sdAzlPimv21Zkww4irSNt
Don't U Change,D. Savage,53,6FqXAd1hQl7vVdIQ3hhtgc
Grizzley Talk,Tee Grizzley,50,6AUl0ykLLpvTktob97x9hO
Not Gone Play (feat. King Von),Tee Grizzley,47,6AUl0ykLLpvTktob97x9hO
Careless (feat. YNW Melly),Tee Grizzley,35,6AUl0ykLLpvTktob97x9hO
Mad At Us,Tee Grizzley,33,6AUl0ykLLpvTktob97x9hO
Never Bend Never Fold,Tee Grizzley,40,6AUl0ykLLpvTktob97x9hO
100 Shots,Young Dolph,68,3HiuzBlSW7pGDXlSFMhO2g
Burn The Hoods,Ski Mask The Slump God,63,2rhFzFmezpnW82MNqEKVry
At Peace,Fetty Wap,38,6PXS4YHDkKvl1wkIl4V8DL
In My Zone,Smiley,0,6jeg7JBX9J9097esK752iR
38 (feat. Pressa),Smiley,0,6jeg7JBX9J9097esK752iR
Krazy Girl,Smiley,0,6jeg7JBX9J9097esK752iR
Valet,Smiley,0,6jeg7JBX9J9097esK752iR
Can I Live - Live,MarTiz,2,5EHqcnUv6U8zHwvd9odgOr
Twinz (feat. Fat Joe),Big Pun,68,2Xu7q46Hf02xOoEIm4E1Qs
"Enzo (with Sheck Wes, feat. Offset, 21 Savage & Gucci Mane)",DJ Snake,53,540vIaP2JwjQb9dm3aArA4
DROPPED OUT,CartiDropWLR,0,4BMsODnPf04RLUBRVzcwi0
New Body,JulezJZ,0,3lof8xsypjavmVwpcFl1hX
the center of solace,Jay Wonder,46,4QJpMeRvbw84BTei2BawlV
Champions,AB,1,6xzx0OH7BkbmJaBbCCzuMq
CHAMPIONS,NLE Choppa,63,0ErzCpIMyLcjPiwT4elrtZ
Uptown Vibes (feat. Fabolous & Anuel AA),Meek Mill,60,20sxb77xiYeusSH8cVdatc
Respect the Game,Meek Mill,58,20sxb77xiYeusSH8cVdatc
Pay You Back (feat. 21 Savage),Meek Mill,50,20sxb77xiYeusSH8cVdatc
cHaOs!,DDK,25,7AfTMScTc5pSfjjxtatrIq
Neighborhood Hoe,Three 6 Mafia,55,26s8LSolLfCIY88ysQbIuT
Charged Up,Drake,48,3TVXtAsR1Inumwj472S9r4
Children of the Corn,Cutthroat Mafia,19,4IKcIorW0XbiPqhD9sL7ph
Chit Chat,French Montana,43,6vXTefBL93Dj5IqAWq6OTv
frankenstein,Moldhands,15,4XlHbHSrNm5HoZiGbouCk1
Fuck Wit Dre Day (And Everybody's Celebratin'),Dr. Dre,68,6DPYiyq5kWVQS4RGwxzPC7
Let Me Ride,Dr. Dre,65,6DPYiyq5kWVQS4RGwxzPC7
"Nuthin' But A ""G"" Thang",Dr. Dre,1,6DPYiyq5kWVQS4RGwxzPC7
Deeez Nuuuts,Dr. Dre,52,6DPYiyq5kWVQS4RGwxzPC7
Lil' Ghetto Boy,Dr. Dre,54,6DPYiyq5kWVQS4RGwxzPC7
Rat-Tat-Tat-Tat,Dr. Dre,48,6DPYiyq5kWVQS4RGwxzPC7
Bitches Ain't Shit,Dr. Dre,57,6DPYiyq5kWVQS4RGwxzPC7
Flaunt,Mick Jenkins,39,1FvjvACFvko2Z91IvDljrx
I'm Convinced,Mick Jenkins,35,1FvjvACFvko2Z91IvDljrx
Gravehop187,City Morgue,50,1kMVs324xI4K0tQrKqA4c4
Sk8 Head,City Morgue,52,1kMVs324xI4K0tQrKqA4c4
NECK BRACE,City Morgue,53,1kMVs324xI4K0tQrKqA4c4
DRAINO (feat. Denzel Curry),City Morgue,60,1kMVs324xI4K0tQrKqA4c4
love nwantiti (ah ah ah),CKay,82,048LktY5zMnakWq7PTtFrz
Cludder,JID,45,6U3ybJ9UHNKEdsH7ktGBZ7
Cowboy,"Tyler, The Creator",55,4V8LLVI7PbaPR0K2TGSxFF
SRT (feat. BIG30 & Pooh Shiesty),Moneybagg Yo,59,3tJoFztHeIJkJWMrx0td2f
Barely M.A.D.E. It (feat. B.J. The Chicago Kid),Freddie Gibbs,29,0Y4inQK6OespitzD6ijMwb
Rise and Shine,J. Cole,0,6l3HvQ5sa6mXTsMTB19rO5
"Self Medication (feat. Seth MacFarlane, Redman, & Statik Selektah)",Logic,68,4xRYI6VqpkE3UwrDrAZL8L
where's the confetti?,jev.,65,6OmxkansdRyVTvo6BpZzKF
ECLIPSE,DC The Don,1,3YYbAExunnHv5pW7GUZefk
Lil Secret,Jack Harlow,53,2LIk90788K0zvyj2JJVwkJ
Churchill Downs (feat. Drake),Jack Harlow,73,2LIk90788K0zvyj2JJVwkJ
Save That Shit,Chief Keef,52,15iVAtD3s3FsQR4w1v6M0P
Hallla,Comethazine,45,1iJdyDcY98X3GMnUesl7tf
Spinback,Comethazine,55,1iJdyDcY98X3GMnUesl7tf
Homicide (feat. Eminem),Logic,74,4xRYI6VqpkE3UwrDrAZL8L
GHOST,Jaden,55,0xOeVMOz2fVg5BJY3N6akT
BIG CHILLIN,Jack Harlow,44,2LIk90788K0zvyj2JJVwkJ
Step,NLE Choppa,54,0ErzCpIMyLcjPiwT4elrtZ
Side,NLE Choppa,43,0ErzCpIMyLcjPiwT4elrtZ
Matrix,NLE Choppa,42,0ErzCpIMyLcjPiwT4elrtZ
N.W.A.,NLE Choppa,49,0ErzCpIMyLcjPiwT4elrtZ
TALK DIFFERENT,NLE Choppa,46,0ErzCpIMyLcjPiwT4elrtZ
BEFORE I,NLE Choppa,46,0ErzCpIMyLcjPiwT4elrtZ
Count Dem Rolls (feat. Uzi Gang),Lil Uzi Vert,43,4O15NlyKLIASxsJ0PrXPfz
Better Float,Highway,49,3ipYF6lYiU7lmIb5k3JGej
a couple minutes.,Muchi,48,3yaSY8uVEjmn5aJcgnx4Na
Love the Way (feat. Ravin Lemar),Damedot,47,5OHfcsZ8fneKjS64QqFST0
Drunk (feat. 6LACK),ScHoolboy Q,47,5IcR3N7QB1j6KBL8eImZ8m
CrasH,ScHoolboy Q,67,5IcR3N7QB1j6KBL8eImZ8m
Creepers,SleazyWorld Go,45,7FOQfJbC3e4GNoheojERnF
Foe Tha Love of $,Bone Thugs-N-Harmony,68,5spEJXLwD1sKUdC2bnOHPg
Link Up (feat. Pooh Shiesty),Lil Loaded,57,7scapvSjZLSm0fBgqGM0Mn
Crunk Ain't Dead,Duke Deuce,58,24zj84GShUIcBQYq6VpOYW
Bad and Boujee (feat. Lil Uzi Vert),Migos,0,6oMuImdp5ZcFhWP0ESe6mG
Kelly Price (feat. Travis Scott),Migos,0,6oMuImdp5ZcFhWP0ESe6mG
Auto Pilot,Migos,47,6oMuImdp5ZcFhWP0ESe6mG
Picasso (feat. Future),Migos,52,6oMuImdp5ZcFhWP0ESe6mG
Light It Up (feat. Pop Smoke),Migos,54,6oMuImdp5ZcFhWP0ESe6mG
Menace,Quality Control,61,6i392l38cR3uBPF0DbNs7S
Dat $tick,Rich Brian,63,2IDLDx25HU1nQMKde4n61a
"Here We Go… Again (feat. Tyler, the Creator)",The Weeknd,66,1Xyo4u8uXC1ZmMpatF05PJ
Day One,Pooh Shiesty,59,5F1aAS1duwlzExnPs3l2Xe
Me Myself & I,LUCKI,60,5tQMB0cuNXdCtzovGt55uD
RIP Act,LUCKI,53,5tQMB0cuNXdCtzovGt55uD
Go Away!!,LUCKI,55,5tQMB0cuNXdCtzovGt55uD
Geeked,LUCKI,64,5tQMB0cuNXdCtzovGt55uD
2 of You (Hearts),LUCKI,46,5tQMB0cuNXdCtzovGt55uD
Last Time Mentioning (Good Riddance),LUCKI,52,5tQMB0cuNXdCtzovGt55uD
What's Kulture ??,Tory Lanez,34,2jku7tDXc6XoB6MO2hFuqg
If You Know You Know,Pusha T,58,0ONHkAv9pCAFxb0zJwDNTy
What Would Meek Do?,Pusha T,55,0ONHkAv9pCAFxb0zJwDNTy
Litty (feat. Tory Lanez),Meek Mill,63,20sxb77xiYeusSH8cVdatc
I Wanna Smoke,Gangsta Pat,54,5VCQ8900dCc1NXQlWnccIb
Kills,Chief Keef,60,15iVAtD3s3FsQR4w1v6M0P
DEEP END/CAN YOU SEE THE WAY?,Muchi,25,3yaSY8uVEjmn5aJcgnx4Na
Blind (feat. A Boogie Wit da Hoodie),Gucci Mane,39,13y7CgLHjMVRMDqxdx0Xdo
Dead Shot (with Lil Uzi Vert),NAV,55,7rkW85dBwwrJtlHRDkJDAC
One Time (with Don Toliver feat. Future),NAV,59,7rkW85dBwwrJtlHRDkJDAC
Lost Me (with RealestK),NAV,48,7rkW85dBwwrJtlHRDkJDAC
Run It Up (feat. Offset & Moneybagg Yo),Lil Tjay,77,6jGMq4yGs7aQzuGsMgVgZR
Why Would I Stop?,Big Sean,51,0c173mlxpT3dSFRgMO8XPh
Diapers,Key Glock,59,0RESbWvOMyua0yuyVrztJ5
Moonwalking in Calabasas (feat. Blueface) - Remix,DDG,73,0WK3H9OErSn5zKOkOV5egm
Finer Things,MED,27,36zSkwftotDHslP3KUQpew
Chosen 1,Polo G,76,6AgTAQt8XS6jRWi4sX7w49
Last Strike,Polo G,53,6AgTAQt8XS6jRWi4sX7w49
Real Ni***s,The Diplomats,45,0P8YNJXX7QeQ8iZIUCXJgi
Dirty Faygo,Baby Smoove,0,15oLsNy8mZYaIukh4eDhXy
Dis Ain't What U Want,Lil Durk,45,3hcs9uc56yIGFCSy9leWe7
We (feat. CeeLo Green),Mac Miller,61,4LLpKhyESsyAXpc4laK94U
My Favorite Part,Mac Miller,74,4LLpKhyESsyAXpc4laK94U
DIVINE MOVE,offwire,22,6WNu1sBorvpk4ZBzCD9Cep
Speed Racing (feat. B-Lovee),Kay Flock,50,2AMeiDbfU2vonrTkpXDKUu
Westside Story,The Game,63,0NbfKEOTQCcwd6o7wSDOHI
El Chapo,The Game,55,0NbfKEOTQCcwd6o7wSDOHI
The Game & Skrillex: El Chapo,The Game,59,0NbfKEOTQCcwd6o7wSDOHI
Not Worth It,ZillaKami,63,4G1zP5i0r57g1c1CxrPhfM
Bleach (feat. Denzel Curry),ZillaKami,62,4G1zP5i0r57g1c1CxrPhfM
Black Cats,ZillaKami,65,4G1zP5i0r57g1c1CxrPhfM
Space Cowboy,ZillaKami,64,4G1zP5i0r57g1c1CxrPhfM
Gin N Juice (feat. Dat Nigga Daz),Snoop Dogg,2,7hJcb9fa4alzcOq3EaNPoG
Lodi Dodi (feat. Nancy Fletcher),Snoop Dogg,0,7hJcb9fa4alzcOq3EaNPoG
Doggy Dogg World (feat. Tha Dogg Pound & The Dramatics),Snoop Dogg,0,7hJcb9fa4alzcOq3EaNPoG
Do It Again (feat. Pooh Shiesty),GMO Stax,49,7GCgSmqgis7c7z4ElZfTyK
Dollar & A Dream,DDK,16,7AfTMScTc5pSfjjxtatrIq
Diamonds,Chief Keef,0,15iVAtD3s3FsQR4w1v6M0P
I Get Luv,Sleepy Hallow,67,6EPlBSH2RSiettczlz7ihV
Off The Lean,YoungBoy Never Broke Again,51,7wlFDEWiM5OoIAt8RSli8b
Don't You Love Me,LUCKI,62,5tQMB0cuNXdCtzovGt55uD
Dope Boy,Casper TNG,43,2YqKOT955onYp7NLWySVZ6
Pre (feat. SK La' Flare),Earl Sweatshirt,50,3A5tHz1SfngyOZM2gItYKu
20 Wave Caps (feat. Domo Genesis),Earl Sweatshirt,51,3A5tHz1SfngyOZM2gItYKu
"Sasquatch (feat. Tyler, The Creator)",Earl Sweatshirt,50,3A5tHz1SfngyOZM2gItYKu
Centurion (feat. Vince Staples),Earl Sweatshirt,47,3A5tHz1SfngyOZM2gItYKu
Guild (feat. Mac Miller),Earl Sweatshirt,48,3A5tHz1SfngyOZM2gItYKu
Pull Up N Wreck (& Metro Boomin),Big Sean,52,0c173mlxpT3dSFRgMO8XPh
Downbad,Jay Gwuapo,0,5qrzeukNCU5ixZH3LhQi2j
Believe It (feat. Rick Ross),Meek Mill,47,20sxb77xiYeusSH8cVdatc
I Got the Juice,Meek Mill,43,20sxb77xiYeusSH8cVdatc
Mini Me,Young Nudy,38,5yPzzu25VzEk8qrGTLIrE1
Burnin' Checks (Feat. Fivio Foreign),The Game,0,0NbfKEOTQCcwd6o7wSDOHI
Close Friends (Lil Baby & Gunna),Lil Baby,75,5f7VJjfbwm532GiveGC0ZK
Richard Millie Plain,Gunna,57,2hlmm7s2ICUX0LVIhVFlZQ
On A Mountain,Gunna,49,2hlmm7s2ICUX0LVIhVFlZQ
Drive!,DDK,20,7AfTMScTc5pSfjjxtatrIq
thought i was playing,Gunna,0,2hlmm7s2ICUX0LVIhVFlZQ
livin wild,Gunna,0,2hlmm7s2ICUX0LVIhVFlZQ
too easy (Remix) [feat. Future & Roddy Ricch],Gunna,0,2hlmm7s2ICUX0LVIhVFlZQ
GANGSTA PARTY,Duke Deuce,52,24zj84GShUIcBQYq6VpOYW
Water on Water on Water,Young Dolph,58,3HiuzBlSW7pGDXlSFMhO2g
Aspen,Young Dolph,50,3HiuzBlSW7pGDXlSFMhO2g
Cheat Code,Young Dolph,48,3HiuzBlSW7pGDXlSFMhO2g
Case Closed,Young Dolph,59,3HiuzBlSW7pGDXlSFMhO2g
Gnarly (feat. Lil Pump),Kodak Black,56,46SHBwWsqBkxI7EeeBEQG7
Easter In Miami,Kodak Black,51,46SHBwWsqBkxI7EeeBEQG7
Eclipse <3,TooDrowzie,2,3tCPoTKhUipBdz0lAa9ms2
Appetite For Destruction,N.W.A.,59,4EnEZVjo3w1cwcQYePccay
All Along the Watchtower,Jimi Hendrix,78,776Uo845nYHJpNaStv1Ds4
Gucci Tried to Tell Me,Mick Jenkins,0,1FvjvACFvko2Z91IvDljrx
Rich Ass Junkie,Gucci Mane,35,13y7CgLHjMVRMDqxdx0Xdo
Mall,Gucci Mane,34,13y7CgLHjMVRMDqxdx0Xdo
Repercussions (with Young Thug),NAV,45,7rkW85dBwwrJtlHRDkJDAC
Don't Need Friends (feat. Lil Baby),NAV,61,7rkW85dBwwrJtlHRDkJDAC
Till I Collapse,Eminem,86,7dGJo4pcD2V6oG8kP0tJRR
Energy,BURNS,48,5eKqhPrKad0J9xGAtq3rW7
"Bring Da Ruckus (feat. RZA, Ghostface Killah, Raekwon & Inspectah Deck)",Wu-Tang Clan,63,34EP7KEpOjXcM2TCat1ISk
"Protect Ya Neck (feat. RZA, Method Man, Inspectah Deck, Raekwon, U-God, Ol' Dirty Bastard, Ghostface Killah & GZA)",Wu-Tang Clan,69,34EP7KEpOjXcM2TCat1ISk
E S 7 M Freestyle,Talibando,0,5Uv0QiFyiS6dI5tqgiJciI
Eastside Moonwalker,Freddie Gibbs,36,0Y4inQK6OespitzD6ijMwb
BLUE MOON (feat. Teddi Jones),$NOT,58,5IbEL2xjRtKsunfmsahLuO
Go,Nico Segal,29,0ojcq9LJQWMawQdFDw3M0L
Euphoric,$NOT,41,5IbEL2xjRtKsunfmsahLuO
Suck My Dick Hoe,Lil B,44,4bbjivSh1oG4NOc7uYHfw5
T-Shirts Buddens,Lil B,41,4bbjivSh1oG4NOc7uYHfw5
APESHIT,The Carters,61,4fpTMHe34LC5t3h5ztK8qu
In Her Mouth,Future,46,1RyvyyTE3xzB2ZywiAwp0i
Xanny Family,Future,56,1RyvyyTE3xzB2ZywiAwp0i
Fly Shit Only,Future,58,1RyvyyTE3xzB2ZywiAwp0i
Wicked,Trippie Redd,50,6Xgp2XMz1fhVYe7i6yNAax
Dogs Out (feat. Lil Wayne & Swizz Beatz),DMX,35,1HwM5zlC5qNWhJtM00yXzG
Let Me Down (feat. 42 Dugg),Babyface Ray,44,3zZ88AwlTwfCJkowsFCvLA
Fact (feat. Lil Uzi Vert),Ghostluvme,63,6KtRA9pyDcbDyanI7bfU8W
Designer Drugs,Nicholas Craven,44,2RBojylM3CJMcaQzNoXOzB
QUESTIONABLE MORALITY,Thouxanbanfauni,61,1O8X4zxUh4AdAPFttOTlLr
Swing Ya Pole,Summrs,63,5L15t6I0PQS9SBXbiklPEN
Look At Me Now (feat. Lil' Wayne & Busta Rhymes),Chris Brown,74,7bXgB6jMjp9ATFy66eO08Z
Freak N You (feat. Lil Wayne & Gunna),DJ Khaled,47,0QHgL1lAIqAw0HtD7YldmP
Fun Time (feat. Wiz Khalifa),Bfb Da Packman,27,3C1bStPNVIPmGIrORT5OlF
Trouble On My Mind,Pusha T,1,0ONHkAv9pCAFxb0zJwDNTy
Appeal,Moneybagg Yo,37,3tJoFztHeIJkJWMrx0td2f
Twin (feat. Lil Durk),Roddy Ricch,53,757aE44tKEUQEqRuT6GnEB
Feelin Like,Flipp Dinero,38,2HUwZ0kumzCSlhFcjFZfpp
Fell in Luv,Crxsis,0,419efNQdU4NytMCkLGr9H2
No Tomorrow,Chief Keef,0,15iVAtD3s3FsQR4w1v6M0P
Kobe,Chief Keef,0,15iVAtD3s3FsQR4w1v6M0P
Final Warning,NLE Choppa,71,0ErzCpIMyLcjPiwT4elrtZ
WHITE HOUSE (feat. Babyface Ray),LUCKI,65,5tQMB0cuNXdCtzovGt55uD
Hard in Da Paint,Waka Flocka Flame,64,6f4XkbvYlXMH0QgVRzW0sM
No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,79,6f4XkbvYlXMH0QgVRzW0sM
Florida Boy (feat. T-Pain & Kodak Black),Rick Ross,37,1sBkRIssrMs1AbVkOJbc7a
Flowers (feat. MAVI),TOBi,55,0P54cVemq1DCHUfUMlWAoN
Yea Yup (feat. Young Deji),Wiz Khalifa,31,137W8MRPWKqSmrBGDBFSop
"Say Wassup (feat. Sc Hoolboy Q, Ab Soul & Kendrick Lamar)",Jay Rock,49,28ExwzUQsvgJooOI0X1mr3
12 Stout Street,Rx Papi,0,56gMovAlFdnmrDk2BcfUlJ
Still In Da Hood,Rx Papi,45,56gMovAlFdnmrDk2BcfUlJ
Chosen Ones,Luh Dris,6,7pSCQE4sf7s5XcCWZM96de
For the Last Time,$uicideboy$,78,1VPmR4DJC1PlOtd0IADAO0
Five Nights (feat. Danny Brown),Freddie Dredd,55,0dlDsD7y6ccmDm8tuWCU6F
FREEDDAWG,YoungBoy Never Broke Again,64,7wlFDEWiM5OoIAt8RSli8b
4 Da Gang (with Roddy Ricch),42 Dugg,71,45gHcnDnMC15sgx3VL7ROG
Bestfriends,42 Dugg,68,45gHcnDnMC15sgx3VL7ROG
Alone (feat. Lil Durk),42 Dugg,50,45gHcnDnMC15sgx3VL7ROG
Free Woo,42 Dugg,61,45gHcnDnMC15sgx3VL7ROG
Perc 10,Peezy,53,6lOaHNmL3l3hKDGNf0egfs
Freewave 1,LUCKI,43,5tQMB0cuNXdCtzovGt55uD
Lucki Eck$ Freewave 7,LUCKI,39,5tQMB0cuNXdCtzovGt55uD
Politics,LUCKI,52,5tQMB0cuNXdCtzovGt55uD
More Than Ever,LUCKI,62,5tQMB0cuNXdCtzovGt55uD
Glory Boy,LUCKI,55,5tQMB0cuNXdCtzovGt55uD
Fresh Out,Rayy Givenchy,18,5rWA77iB9JR2puk6RrTWfZ
Friday,Ice Cube,55,3Mcii5XWf6E0lrY3Uky4cA
Bryson,NLE Choppa,47,0ErzCpIMyLcjPiwT4elrtZ
Moonlight (feat. Big Sean),NLE Choppa,49,0ErzCpIMyLcjPiwT4elrtZ
Where I'm From (feat. BlocBoy JB and Polo G),Quando Rondo,37,4IprNlQiJZUUJhDl0fL2SL
// fuckitdoeweout,RSNZ,59,05khTQzjo8pqJeH5SNcAHA
Funeral,Mac Miller,55,4LLpKhyESsyAXpc4laK94U
Get Outta My Head (ft. XXXTentacion),Lil Wayne,45,55Aa2cqylxrFIXC767Z865
Draco,Future,61,1RyvyyTE3xzB2ZywiAwp0i
Super Trapper,Future,53,1RyvyyTE3xzB2ZywiAwp0i
POA,Future,52,1RyvyyTE3xzB2ZywiAwp0i
Feds Did a Sweep,Future,56,1RyvyyTE3xzB2ZywiAwp0i
Mask Off (feat. Kendrick Lamar) - Remix,Future,64,1RyvyyTE3xzB2ZywiAwp0i
Realer N Realer,Future,66,1RyvyyTE3xzB2ZywiAwp0i
My Heart Races On (feat. Jake Troth),Lil Wayne,37,55Aa2cqylxrFIXC767Z865
Pick Up Your Heart,Lil Wayne,33,55Aa2cqylxrFIXC767Z865
Wockesha,Moneybagg Yo,35,3tJoFztHeIJkJWMrx0td2f
Time Today,Moneybagg Yo,73,3tJoFztHeIJkJWMrx0td2f
Switches & Dracs (with Lil Durk feat. EST Gee),Moneybagg Yo,59,3tJoFztHeIJkJWMrx0td2f
Gang WithMe,Polo G,67,6AgTAQt8XS6jRWi4sX7w49
fear no man,tana,55,1xgl9yxqIVq8PEEMai38uV
G:Code,LeVeon Bell,30,7DNfpmCwtLVE6RVFYWaN5w
GD Anthem,Rooga,47,5zDlgTCrdCh2cFRX7nH8W1
On the River (feat. Wiz Khalifa),Young Dolph,68,3HiuzBlSW7pGDXlSFMhO2g
Play Wit Yo' Bitch,Young Dolph,62,3HiuzBlSW7pGDXlSFMhO2g
P.I.M.P. - Snoop Dogg Remix,50 Cent,66,3q7HBObVc0L8jNeTe5Gofh
WATERBOYZ (with JID & J. Cole),EARTHGANG,56,5MbNzCW3qokGyoo9giHA3V
All That I Got Is You (featuring Tekitha),Ghostface Killah,26,6FD0unjzGQhX3b6eMccMJe
back to the moon,Gunna,78,2hlmm7s2ICUX0LVIhVFlZQ
turned your back,Gunna,64,2hlmm7s2ICUX0LVIhVFlZQ
givenchy carti !*,jxmper.,0,5BzeWEvFAVEAgKmZELToVb
Russian Cream,Key Glock,74,0RESbWvOMyua0yuyVrztJ5
GNF (OKOKOK),Polo G,0,6AgTAQt8XS6jRWi4sX7w49
33,Polo G,63,6AgTAQt8XS6jRWi4sX7w49
Tron Cat,"Tyler, The Creator",58,4V8LLVI7PbaPR0K2TGSxFF
Tear Gas (feat. Rick Ross & Lil Wayne),Conway the Machine,40,67gqUXxHedeUGDTxwBzdjS
100 Grandkids,Mac Miller,65,4LLpKhyESsyAXpc4laK94U
In the Bag,Mac Miller,53,4LLpKhyESsyAXpc4laK94U
Cut the Check (feat. Chief Keef),Mac Miller,54,4LLpKhyESsyAXpc4laK94U
Veggies,Aminé,47,3Gm5F95VdRxW3mqCn8RPBJ
Sundays,Aminé,45,3Gm5F95VdRxW3mqCn8RPBJ
Blinds,Aminé,49,3Gm5F95VdRxW3mqCn8RPBJ
Gospel,Rich Brian,61,2IDLDx25HU1nQMKde4n61a
GotCheck,Flight,10,5e4gmiVV4XkRfnXhqRBEOk
GO! (with BIG30),Moneybagg Yo,0,3tJoFztHeIJkJWMrx0td2f
Barry Bonds,Kanye West,0,5K4W6rqBFWDnAN6FQUkS6x
Good Night - Bonus Track,Kanye West,0,5K4W6rqBFWDnAN6FQUkS6x
Went Silly,King Von,58,6QtgPSJPSzcnn7dPZ4VINp
Crazy Story,Only The Family,67,3IaKn0ExWTMPqa0mscUYw3
"Crazy Story, Pt. 3",King Von,78,6QtgPSJPSzcnn7dPZ4VINp
Fuck Yo Man,King Von,62,6QtgPSJPSzcnn7dPZ4VINp
Picture Me Rollin',2Pac,58,1ZwdS5xdxEREPySFridCfh
Smile,Isaiah Rashad,61,6aaMZ3fcfLv4tEbmY7bjRM
Greed (feat. Lil Yachty),LUCKI,64,5tQMB0cuNXdCtzovGt55uD
Green Dot,YoungBoy Never Broke Again,64,7wlFDEWiM5OoIAt8RSli8b
Super Gremlin,Kodak Black,0,46SHBwWsqBkxI7EeeBEQG7
Fendi Seats,Big Ghost Ltd,46,2ImVXJxagzYSK38S6qGBJ5
gristle,Blvck Svm,61,7gwpZPmZHIx4B2uLl6uimj
4 Times,22Gz,33,4JhbRL6zaItAyzqx4gHTqz
"Suburban, Pt. 2",22Gz,67,4JhbRL6zaItAyzqx4gHTqz
On Some,Flipp Dinero,52,2HUwZ0kumzCSlhFcjFZfpp
Brussel Sprout,Young Nudy,56,5yPzzu25VzEk8qrGTLIrE1
Fish & Chips,Young Nudy,49,5yPzzu25VzEk8qrGTLIrE1
Losses (with Young Thug),Polo G,52,6AgTAQt8XS6jRWi4sX7w49
Don’t Play (with Lil Baby),Polo G,61,6AgTAQt8XS6jRWi4sX7w49
Start Up Again (with Moneybagg Yo),Polo G,59,6AgTAQt8XS6jRWi4sX7w49
Heating Up (with YungLiv),Polo G,56,6AgTAQt8XS6jRWi4sX7w49
Beware,Big Sean,73,0c173mlxpT3dSFRgMO8XPh
5-0,Jack Harlow,21,2LIk90788K0zvyj2JJVwkJ
Exotic,Lil Baby,57,5f7VJjfbwm532GiveGC0ZK
F My BM,Moneybagg Yo,66,3tJoFztHeIJkJWMrx0td2f
Hardy Boys,x$ept,54,6PgTO9Oq2eIY8xCgYuidxl
Beam (feat. Playboi Carti),88rising,41,1AhjOkOLkbHUfcHDSErXQs
Hear Me Clearly (with Nigo),Pusha T,36,0ONHkAv9pCAFxb0zJwDNTy
